Date,load,RT_LMP,RT_EC,RT_CC,RT_MLC,DryBulb,DewPnt
2023-02-11 00:00:00,2512.432,22.46,22.78,0.03,-0.35,42,28
2023-02-11 01:00:00,2448.461,22.45,22.78,0.0,-0.33,39,25
2023-02-11 02:00:00,2428.446,21.67,22.02,0.0,-0.35,37,21
2023-02-11 03:00:00,2421.754,20.41,20.73,0.0,-0.32,36,17
2023-02-11 04:00:00,2466.261,20.39,20.69,0.0,-0.3,36,16
2023-02-11 05:00:00,2571.384,20.38,20.62,0.0,-0.24,36,16
2023-02-11 06:00:00,2757.55,29.07,29.57,0.0,-0.5,36,18
2023-02-11 07:00:00,2893.321,43.5,44.32,0.0,-0.8200000000000001,35,18
2023-02-11 08:00:00,2911.325,27.71,28.17,0.0,-0.46,36,18
2023-02-11 09:00:00,2834.285,20.06,20.27,0.0,-0.21,37,17
2023-02-11 10:00:00,2724.4240000000004,21.67,21.83,0.0,-0.16,39,18
2023-02-11 11:00:00,2657.913,20.73,20.77,0.03,-0.07,41,18
2023-02-11 12:00:00,2579.634,15.89,15.89,0.02,-0.02,41,18
2023-02-11 13:00:00,2575.051,15.29,15.32,0.0,-0.03,43,18
2023-02-11 14:00:00,2617.241,18.11,18.21,0.0,-0.1,43,17
2023-02-11 15:00:00,2763.187,22.19,22.5,0.0,-0.31,44,17
2023-02-11 16:00:00,3017.356,29.7,30.33,0.0,-0.63,42,16
2023-02-11 17:00:00,3282.7209999999995,54.58,55.97,0.0,-1.39,41,16
2023-02-11 18:00:00,3373.658,54.12000000000001,55.58,0.0,-1.46,37,16
2023-02-11 19:00:00,3317.534,47.81,49.03,0.0,-1.22,34,17
2023-02-11 20:00:00,3244.291,39.86,40.85,0.0,-0.99,34,16
2023-02-11 21:00:00,3128.536,31.57,32.24,0.0,-0.67,29,17
2023-02-11 22:00:00,2978.286,26.4,26.87,0.0,-0.47,29,18
2023-02-11 23:00:00,2823.882,22.87,23.19,0.0,-0.32,27,18
2023-02-12 00:00:00,2709.011,23.34,23.57,0.03,-0.26,31,18
2023-02-12 01:00:00,2617.366,23.74,23.92,0.04,-0.22,27,18
2023-02-12 02:00:00,2592.59,24.51,24.68,0.04,-0.21,27,18
2023-02-12 03:00:00,2584.713,26.04,26.28,0.04,-0.28,29,19
2023-02-12 04:00:00,2611.279,54.84,55.39,0.09,-0.64,28,19
2023-02-12 05:00:00,2694.744,26.73,27.04,0.01,-0.32,27,18
2023-02-12 06:00:00,2804.81,31.71,32.11,0.0,-0.4,26,18
2023-02-12 07:00:00,2913.927,31.28,31.76,0.0,-0.48,25,18
2023-02-12 08:00:00,2966.903,23.95,24.27,0.0,-0.32,27,20
2023-02-12 09:00:00,2922.1090000000004,22.59,22.91,0.0,-0.32,33,22
2023-02-12 10:00:00,2936.0,23.15,23.44,0.0,-0.29,36,22
2023-02-12 11:00:00,2931.324,23.27,23.52,0.0,-0.25,41,21
2023-02-12 12:00:00,2934.2340000000004,22.89,23.11,0.0,-0.22,44,18
2023-02-12 13:00:00,2925.923,22.12,22.26,0.0,-0.14,45,19
2023-02-12 14:00:00,2990.389,23.41,23.62,0.0,-0.21,47,18
2023-02-12 15:00:00,3145.161,38.32,38.88,0.0,-0.56,48,17
2023-02-12 16:00:00,3296.7,46.98,47.91,0.0,-0.93,47,17
2023-02-12 17:00:00,3505.833,63.17,64.83,0.0,-1.66,45,15
2023-02-12 18:00:00,3478.5,44.45,45.69,0.0,-1.24,42,17
2023-02-12 19:00:00,3299.789,34.64,35.54,0.0,-0.9,38,19
2023-02-12 20:00:00,3171.5490000000004,30.8,31.59,0.0,-0.79,37,20
2023-02-12 21:00:00,3040.686,29.69,30.4,0.0,-0.71,34,21
2023-02-12 22:00:00,2893.673,27.92,28.51,0.0,-0.59,34,22
2023-02-12 23:00:00,2724.222,27.14,27.65,0.0,-0.51,33,20
2023-02-13 00:00:00,2557.695,22.52,22.93,0.0,-0.41,35,21
2023-02-13 01:00:00,2466.793,21.77,22.19,0.0,-0.42,35,20
2023-02-13 02:00:00,2434.79,21.37,21.76,0.0,-0.39,33,21
2023-02-13 03:00:00,2443.749,21.27,21.65,0.0,-0.38,34,20
2023-02-13 04:00:00,2520.292,20.88,21.28,0.0,-0.4,33,20
2023-02-13 05:00:00,2735.079,21.4,21.84,0.0,-0.44,34,20
2023-02-13 06:00:00,3102.376,31.39,32.12,0.0,-0.73,34,20
2023-02-13 07:00:00,3330.481,55.3,56.49,0.0,-1.19,33,20
2023-02-13 08:00:00,3302.9120000000003,37.72,38.62,0.0,-0.9,34,21
2023-02-13 09:00:00,3155.0840000000003,27.97,28.69,0.0,-0.72,39,25
2023-02-13 10:00:00,3056.16,24.95,25.57,0.0,-0.62,39,26
2023-02-13 11:00:00,2852.391,24.86,25.53,0.0,-0.67,42,26
2023-02-13 12:00:00,2751.434,23.27,23.88,0.0,-0.61,45,28
2023-02-13 13:00:00,2735.213,22.3,22.81,0.0,-0.51,47,28
2023-02-13 14:00:00,2769.06,22.03,22.5,0.0,-0.47,48,28
2023-02-13 15:00:00,2895.724,23.67,24.19,0.0,-0.52,49,28
2023-02-13 16:00:00,3138.295,34.36,35.17,0.0,-0.81,49,27
2023-02-13 17:00:00,3434.445,39.56,40.69,0.0,-1.13,47,27
2023-02-13 18:00:00,3551.851,60.16,62.01,0.0,-1.85,43,26
2023-02-13 19:00:00,3473.716,48.8,50.2,0.0,-1.4,42,26
2023-02-13 20:00:00,3342.253,51.55,52.89,0.0,-1.34,40,27
2023-02-13 21:00:00,3137.703,26.94,27.55,0.0,-0.61,42,29
2023-02-13 22:00:00,2898.35,22.55,22.99,0.0,-0.44,42,29
2023-02-13 23:00:00,2629.9120000000003,20.22,20.57,0.0,-0.35,41,31
2023-02-14 00:00:00,2498.398,22.04,22.45,0.0,-0.41,38,31
2023-02-14 01:00:00,2439.567,22.0,22.5,0.0,-0.5,38,31
2023-02-14 02:00:00,2414.58,21.72,22.24,0.0,-0.52,41,30
2023-02-14 03:00:00,2404.367,20.2,20.64,0.0,-0.44,42,28
2023-02-14 04:00:00,2479.063,21.68,22.15,0.0,-0.47,42,27
2023-02-14 05:00:00,2714.878,23.51,24.08,0.0,-0.5700000000000001,41,26
2023-02-14 06:00:00,3085.317,31.41,32.4,0.0,-0.99,42,25
2023-02-14 07:00:00,3245.432,35.43,36.65,0.0,-1.22,41,25
2023-02-14 08:00:00,3133.59,25.01,25.89,0.0,-0.88,41,24
2023-02-14 09:00:00,2929.656,22.31,22.98,0.0,-0.67,44,24
2023-02-14 10:00:00,2806.903,22.98,23.62,0.0,-0.64,46,24
2023-02-14 11:00:00,2694.398,1.42,1.48,0.0,-0.06,48,22
2023-02-14 12:00:00,2627.0690000000004,13.35,13.56,0.0,-0.21,51,20
2023-02-14 13:00:00,2642.901,20.77,21.09,0.0,-0.32,52,19
2023-02-14 14:00:00,2694.405,22.12,22.53,0.0,-0.41,53,18
2023-02-14 15:00:00,2807.4990000000003,23.28,23.78,0.0,-0.5,53,17
2023-02-14 16:00:00,3051.595,22.98,23.57,0.0,-0.59,52,17
2023-02-14 17:00:00,3340.042,26.75,27.57,0.0,-0.8200000000000001,50,18
2023-02-14 18:00:00,3450.06,31.87,32.92,0.0,-1.05,47,17
2023-02-14 19:00:00,3388.47,32.6,33.62,0.0,-1.02,42,18
2023-02-14 20:00:00,3273.835,32.78,33.75,0.0,-0.97,37,18
2023-02-14 21:00:00,3106.185,32.44,33.410000000000004,0.0,-0.97,37,19
2023-02-14 22:00:00,2883.6220000000003,25.04,25.76,0.0,-0.72,38,19
2023-02-14 23:00:00,2682.868,24.18,24.82,0.0,-0.64,31,21
2023-02-15 00:00:00,2557.11,22.55,23.08,0.0,-0.53,31,21
2023-02-15 01:00:00,2501.927,21.66,22.1,0.0,-0.44,30,21
2023-02-15 02:00:00,2450.758,20.75,21.19,0.0,-0.44,29,21
2023-02-15 03:00:00,2457.195,20.65,21.13,0.0,-0.48,32,22
2023-02-15 04:00:00,2518.35,21.06,21.57,0.0,-0.51,31,22
2023-02-15 05:00:00,2737.954,23.28,23.89,0.0,-0.61,30,22
2023-02-15 06:00:00,3084.112,31.19,32.12,0.0,-0.93,34,23
2023-02-15 07:00:00,3277.69,47.24,48.53,0.0,-1.29,35,27
2023-02-15 08:00:00,3295.98,51.89,53.22,0.0,-1.33,38,29
2023-02-15 09:00:00,3123.255,45.6,46.82,0.0,-1.22,41,31
2023-02-15 10:00:00,2891.006,23.86,24.5,0.0,-0.64,49,34
2023-02-15 11:00:00,2734.27,21.49,22.15,0.0,-0.66,54,36
2023-02-15 12:00:00,2683.272,19.35,19.74,0.0,-0.39,57,35
2023-02-15 13:00:00,2645.176,19.65,19.97,0.0,-0.32,60,35
2023-02-15 14:00:00,2687.171,20.39,20.69,0.0,-0.3,61,37
2023-02-15 15:00:00,2807.055,20.89,21.15,0.04,-0.3,62,40
2023-02-15 16:00:00,3015.737,23.23,23.6,0.02,-0.39,60,43
2023-02-15 17:00:00,3259.3140000000003,27.7,28.2,0.02,-0.52,59,42
2023-02-15 18:00:00,3367.726,30.1,30.66,0.02,-0.58,56,42
2023-02-15 19:00:00,3283.56,31.08,31.62,0.01,-0.55,53,42
2023-02-15 20:00:00,3152.132,28.1,28.55,0.0,-0.45,52,42
2023-02-15 21:00:00,2950.043,39.77,40.33,0.0,-0.56,51,42
2023-02-15 22:00:00,2704.0820000000003,30.64,31.02,0.0,-0.38,51,42
2023-02-15 23:00:00,2484.288,20.56,20.8,0.01,-0.25,51,41
2023-02-16 00:00:00,2331.721,22.38,22.58,0.02,-0.22,50,40
2023-02-16 01:00:00,2250.213,21.4,21.57,0.03,-0.2,48,39
2023-02-16 02:00:00,2207.1710000000003,21.34,21.5,0.04,-0.2,48,39
2023-02-16 03:00:00,2205.533,20.86,21.02,0.06,-0.22,48,39
2023-02-16 04:00:00,2273.164,21.58,21.72,0.06,-0.2,47,39
2023-02-16 05:00:00,2489.11,22.28,22.48,0.06,-0.26,37,34
2023-02-16 06:00:00,2821.683,24.88,25.12,0.07,-0.31,38,35
2023-02-16 07:00:00,2986.417,31.8,32.15,0.09,-0.44,39,35
2023-02-16 08:00:00,2941.2740000000003,20.98,21.22,0.06,-0.3,44,40
2023-02-16 09:00:00,2850.0,22.24,22.52,0.05,-0.33,51,40
2023-02-16 10:00:00,2814.8190000000004,32.76,33.2,0.06,-0.5,58,38
2023-02-16 11:00:00,2778.151,35.77,36.23,0.06,-0.52,60,37
2023-02-16 12:00:00,2803.0290000000005,36.35,36.79,0.05,-0.49,60,37
2023-02-16 13:00:00,2897.687,24.5,24.74,0.03,-0.27,60,37
2023-02-16 14:00:00,2948.778,25.09,25.32,0.04,-0.27,60,37
2023-02-16 15:00:00,2986.9570000000003,36.39,36.85,0.01,-0.47,59,37
2023-02-16 16:00:00,3113.514,29.95,30.47,0.0,-0.52,59,37
2023-02-16 17:00:00,3295.842,43.42,44.34,0.0,-0.92,57,37
2023-02-16 18:00:00,3323.135,30.78,31.5,0.0,-0.72,53,43
2023-02-16 19:00:00,3219.711,43.3,44.29,0.0,-0.99,49,46
2023-02-16 20:00:00,3086.5490000000004,43.37,44.28,0.0,-0.91,48,46
2023-02-16 21:00:00,2885.701,34.47,35.1,0.0,-0.63,49,45
2023-02-16 22:00:00,2657.009,34.09,34.72,0.0,-0.63,48,45
2023-02-16 23:00:00,2435.588,28.3,28.88,0.0,-0.58,49,45
2023-02-17 00:00:00,2295.505,23.96,24.46,0.0,-0.5,48,45
2023-02-17 01:00:00,2195.314,25.11,25.62,0.0,-0.51,48,45
2023-02-17 02:00:00,2153.346,23.74,24.18,0.0,-0.44,48,46
2023-02-17 03:00:00,2146.136,22.23,22.64,0.0,-0.41,48,46
2023-02-17 04:00:00,2210.661,23.23,23.7,0.0,-0.47,49,47
2023-02-17 05:00:00,2391.969,26.12,26.63,0.0,-0.51,49,46
2023-02-17 06:00:00,2707.925,27.12,27.72,0.0,-0.6,51,48
2023-02-17 07:00:00,2927.276,27.89,28.56,0.0,-0.67,51,49
2023-02-17 08:00:00,3061.098,47.95,49.06,0.0,-1.11,50,49
2023-02-17 09:00:00,3145.945,52.94,54.23,0.0,-1.29,52,50
2023-02-17 10:00:00,3206.963,57.47,58.95,0.0,-1.48,55,52
2023-02-17 11:00:00,3208.556,50.44,51.77,0.0,-1.33,56,53
2023-02-17 12:00:00,3199.795,34.69,35.47,0.0,-0.78,57,54
2023-02-17 13:00:00,3208.885,55.64,56.69,0.0,-1.05,56,54
2023-02-17 14:00:00,3157.181,35.74,36.42,0.0,-0.68,47,42
2023-02-17 15:00:00,3162.1090000000004,35.160000000000004,35.83,0.0,-0.67,45,37
2023-02-17 16:00:00,3233.574,27.87,28.43,0.0,-0.56,41,32
2023-02-17 17:00:00,3417.885,28.61,29.21,0.0,-0.6,39,29
2023-02-17 18:00:00,3462.1540000000005,27.13,27.66,0.0,-0.53,37,27
2023-02-17 19:00:00,3402.508,25.4,25.82,0.0,-0.42,35,25
2023-02-17 20:00:00,3316.378,28.57,28.97,0.0,-0.4,34,23
2023-02-17 21:00:00,3191.156,30.58,31.0,0.0,-0.42,32,18
2023-02-17 22:00:00,3029.816,27.7,28.08,0.0,-0.38,30,16
2023-02-17 23:00:00,2864.841,27.65,28.03,0.0,-0.38,29,14
2023-02-18 00:00:00,2735.86,26.58,26.98,0.0,-0.4,29,15
2023-02-18 01:00:00,2672.289,26.54,26.97,0.0,-0.43,28,13
2023-02-18 02:00:00,2638.527,24.87,25.31,0.0,-0.44,27,13
2023-02-18 03:00:00,2640.173,24.55,24.99,0.0,-0.44,26,13
2023-02-18 04:00:00,2686.327,25.59,26.03,0.0,-0.44,25,13
2023-02-18 05:00:00,2791.052,26.13,26.59,0.0,-0.46,24,10
2023-02-18 06:00:00,2949.059,32.57,33.12,0.0,-0.55,24,9
2023-02-18 07:00:00,3054.691,33.18,33.85,0.0,-0.67,23,9
2023-02-18 08:00:00,3016.2,25.8,26.34,0.0,-0.54,26,9
2023-02-18 09:00:00,2934.837,23.66,24.09,0.0,-0.43,28,10
2023-02-18 10:00:00,2802.575,23.08,23.38,0.0,-0.3,30,10
2023-02-18 11:00:00,2725.493,23.06,23.32,0.0,-0.26,32,11
2023-02-18 12:00:00,2644.538,18.82,18.94,0.0,-0.12,35,11
2023-02-18 13:00:00,2601.406,17.28,17.36,0.0,-0.08,38,12
2023-02-18 14:00:00,2633.18,18.52,18.62,0.0,-0.1,40,11
2023-02-18 15:00:00,2770.452,20.7,20.85,0.0,-0.15,42,11
2023-02-18 16:00:00,3003.388,24.6,24.99,0.0,-0.39,41,11
2023-02-18 17:00:00,3302.6690000000003,39.63,40.37,0.0,-0.74,40,10
2023-02-18 18:00:00,3418.505,36.0,36.67,0.0,-0.67,38,10
2023-02-18 19:00:00,3356.615,32.11,32.64,0.0,-0.53,36,13
2023-02-18 20:00:00,3268.5370000000003,22.66,22.93,0.0,-0.27,36,11
2023-02-18 21:00:00,3140.909,21.15,21.37,0.0,-0.22,33,15
2023-02-18 22:00:00,2978.0040000000004,20.67,20.88,0.0,-0.21,33,15
2023-02-18 23:00:00,2817.8340000000003,21.78,22.0,0.0,-0.22,35,14
2023-02-19 00:00:00,2678.941,19.59,19.8,0.0,-0.21,35,15
2023-02-19 01:00:00,2593.96,20.13,20.4,0.0,-0.27,34,15
2023-02-19 02:00:00,2559.139,20.83,21.14,0.0,-0.31,31,16
2023-02-19 03:00:00,2542.88,19.97,20.24,0.0,-0.27,31,15
2023-02-19 04:00:00,2560.3520000000003,16.84,17.07,0.0,-0.23,29,17
2023-02-19 05:00:00,2622.076,17.37,17.6,0.0,-0.23,29,18
2023-02-19 06:00:00,2738.865,20.24,20.53,0.0,-0.29,29,18
2023-02-19 07:00:00,2799.072,16.69,16.91,0.0,-0.22,27,18
2023-02-19 08:00:00,2827.37,-0.08,-0.08,0.0,0.0,33,21
2023-02-19 09:00:00,2758.2270000000003,0.32,0.31,0.0,0.01,36,20
2023-02-19 10:00:00,2811.242,1.09,1.04,0.0,0.05,39,20
2023-02-19 11:00:00,2922.491,22.42,22.5,0.0,-0.08,42,18
2023-02-19 12:00:00,2886.946,23.07,23.16,0.0,-0.09,44,18
2023-02-19 13:00:00,2929.843,21.56,21.57,0.0,-0.01,46,21
2023-02-19 14:00:00,2965.469,21.0,21.01,0.0,-0.01,47,19
2023-02-19 15:00:00,2994.796,19.19,19.2,0.0,-0.01,47,22
2023-02-19 16:00:00,3131.105,20.17,20.2,0.0,-0.03,46,27
2023-02-19 17:00:00,3334.263,22.05,22.18,0.0,-0.13,45,27
2023-02-19 18:00:00,3398.8459999999995,21.92,22.04,0.0,-0.12,44,33
2023-02-19 19:00:00,3289.752,18.21,18.21,0.0,0.0,44,35
2023-02-19 20:00:00,3151.697,17.02,16.93,0.01,0.08,44,36
2023-02-19 21:00:00,2972.8590000000004,17.42,17.31,0.04,0.07,43,36
2023-02-19 22:00:00,2764.449,16.69,16.59,0.04,0.06,43,36
2023-02-19 23:00:00,2589.388,17.19,17.1,0.04,0.05,42,37
2023-02-20 00:00:00,2452.203,16.03,15.95,0.04,0.04,40,36
2023-02-20 01:00:00,2379.0170000000003,15.54,15.47,0.03,0.04,40,36
2023-02-20 02:00:00,2330.31,13.1,13.05,0.02,0.03,42,38
2023-02-20 03:00:00,2321.087,14.27,14.26,0.0,0.01,43,39
2023-02-20 04:00:00,2379.551,16.330000000000002,16.34,0.0,-0.01,42,39
2023-02-20 05:00:00,2538.183,20.4,20.5,0.0,-0.1,43,40
2023-02-20 06:00:00,2777.574,18.44,18.56,0.0,-0.12,44,40
2023-02-20 07:00:00,2951.26,20.87,21.02,0.0,-0.15,44,40
2023-02-20 08:00:00,3041.8140000000003,22.57,22.74,0.0,-0.17,44,40
2023-02-20 09:00:00,3092.405,22.64,22.81,0.0,-0.17,46,41
2023-02-20 10:00:00,3038.917,21.46,21.51,0.0,-0.05,49,41
2023-02-20 11:00:00,3111.1420000000003,20.5,20.46,0.0,0.04,50,40
2023-02-20 12:00:00,2866.074,-11.63,-11.72,0.0,0.09,53,39
2023-02-20 13:00:00,2678.876,-86.55,-86.68,0.0,0.13,59,34
2023-02-20 14:00:00,2713.756,0.38,0.35,0.0,0.03,62,31
2023-02-20 15:00:00,2893.316,7.52,7.5,0.0,0.02,60,29
2023-02-20 16:00:00,3055.804,15.33,15.3,0.0,0.03,58,31
2023-02-20 17:00:00,3279.785,20.37,20.35,0.0,0.02,56,29
2023-02-20 18:00:00,3378.233,22.82,22.84,0.01,-0.03,53,29
2023-02-20 19:00:00,3272.554,19.91,19.85,0.04,0.02,49,29
2023-02-20 20:00:00,3158.014,21.36,21.29,0.04,0.03,47,28
2023-02-20 21:00:00,2946.808,18.96,18.83,0.04,0.09,46,27
2023-02-20 22:00:00,2722.442,24.38,24.22,0.05,0.11,46,26
2023-02-20 23:00:00,2530.914,25.62,25.51,0.04,0.07,44,23
2023-02-21 00:00:00,2398.194,20.44,20.45,0.0,-0.01,43,22
2023-02-21 01:00:00,2327.956,17.64,17.64,0.01,-0.01,42,22
2023-02-21 02:00:00,2295.621,19.47,19.48,0.03,-0.04,42,22
2023-02-21 03:00:00,2300.66,15.12,15.12,0.02,-0.02,41,23
2023-02-21 04:00:00,2399.714,20.56,20.64,0.0,-0.08,37,31
2023-02-21 05:00:00,2620.866,15.48,15.59,0.0,-0.11,33,31
2023-02-21 06:00:00,2941.863,19.01,19.17,0.0,-0.16,33,31
2023-02-21 07:00:00,3217.487,30.57,30.97,0.0,-0.4,33,31
2023-02-21 08:00:00,3343.6220000000003,31.42,31.86,0.0,-0.44,34,32
2023-02-21 09:00:00,3337.644,29.73,30.2,0.0,-0.47,34,32
2023-02-21 10:00:00,3356.71,31.18,31.64,0.0,-0.46,34,32
2023-02-21 11:00:00,3382.388,31.28,31.65,0.0,-0.37,36,32
2023-02-21 12:00:00,3386.53,28.69,29.0,0.0,-0.31,37,34
2023-02-21 13:00:00,3375.509,35.87,36.33,0.0,-0.46,38,34
2023-02-21 14:00:00,3368.4990000000003,24.78,25.1,0.0,-0.32,38,35
2023-02-21 15:00:00,3379.665,24.32,24.61,0.0,-0.29,38,35
2023-02-21 16:00:00,3479.827,24.63,24.95,0.0,-0.32,39,35
2023-02-21 17:00:00,3645.452,27.12,27.6,0.0,-0.48,39,35
2023-02-21 18:00:00,3670.651,31.73,32.24,0.0,-0.51,39,36
2023-02-21 19:00:00,3566.695,24.06,24.41,0.0,-0.35,39,36
2023-02-21 20:00:00,3428.146,24.0,24.24,0.0,-0.24,39,35
2023-02-21 21:00:00,3227.042,21.88,22.1,0.0,-0.22,38,36
2023-02-21 22:00:00,2971.0170000000003,21.61,21.8,0.0,-0.19,37,33
2023-02-21 23:00:00,2746.586,15.85,15.95,0.0,-0.1,37,29
2023-02-22 00:00:00,2633.415,19.49,19.68,0.0,-0.19,36,26
2023-02-22 01:00:00,2569.4410000000003,18.84,19.01,0.0,-0.17,36,24
2023-02-22 02:00:00,2543.351,18.7,18.88,0.0,-0.18,33,24
2023-02-22 03:00:00,2554.487,18.82,19.03,0.0,-0.21,31,24
2023-02-22 04:00:00,2654.192,19.15,19.32,0.0,-0.17,28,24
2023-02-22 05:00:00,2858.802,15.73,15.78,0.03,-0.08,29,25
2023-02-22 06:00:00,3245.067,22.3,22.4,0.04,-0.14,29,24
2023-02-22 07:00:00,3363.401,22.82,22.9,0.04,-0.12,30,23
2023-02-22 08:00:00,3192.627,15.32,15.3,0.02,0.0,34,26
2023-02-22 09:00:00,3073.133,14.55,14.44,0.02,0.09,38,24
2023-02-22 10:00:00,3223.278,21.09,20.89,0.04,0.16,40,23
2023-02-22 11:00:00,3256.92,24.51,24.3,0.04,0.17,39,21
2023-02-22 12:00:00,3344.796,25.13,24.99,0.04,0.1,41,20
2023-02-22 13:00:00,3369.02,26.46,26.43,0.02,0.01,41,20
2023-02-22 14:00:00,3346.541,26.35,26.36,0.03,-0.04,41,20
2023-02-22 15:00:00,3396.272,23.29,23.36,0.03,-0.1,41,21
2023-02-22 16:00:00,3522.097,23.22,23.35,0.01,-0.14,40,22
2023-02-22 17:00:00,3728.487,28.72,28.89,0.0,-0.17,36,29
2023-02-22 18:00:00,3773.557,27.84,27.92,0.0,-0.08,35,30
2023-02-22 19:00:00,3661.023,23.56,23.61,0.0,-0.05,34,31
2023-02-22 20:00:00,3510.724,25.29,25.34,0.0,-0.05,34,31
2023-02-22 21:00:00,3313.246,23.17,23.25,0.0,-0.08,34,30
2023-02-22 22:00:00,3047.948,20.28,20.35,0.0,-0.07,33,31
2023-02-22 23:00:00,2824.975,21.43,21.56,0.0,-0.13,33,31
2023-02-23 00:00:00,2690.947,26.35,26.52,0.0,-0.17,33,31
2023-02-23 01:00:00,2595.809,26.1,26.26,0.0,-0.16,33,31
2023-02-23 02:00:00,2555.166,26.36,26.57,0.0,-0.21,34,32
2023-02-23 03:00:00,2551.579,26.28,26.5,0.0,-0.22,34,32
2023-02-23 04:00:00,2627.6490000000003,26.45,26.66,0.0,-0.21,34,32
2023-02-23 05:00:00,2840.765,21.03,21.23,0.0,-0.2,34,32
2023-02-23 06:00:00,3161.668,25.73,26.13,0.0,-0.4,34,32
2023-02-23 07:00:00,3424.133,31.51,32.1,0.0,-0.59,33,31
2023-02-23 08:00:00,3521.813,58.54,59.68,0.0,-1.14,34,30
2023-02-23 09:00:00,3557.793,74.65,76.11,0.0,-1.46,33,30
2023-02-23 10:00:00,3587.861,89.53,91.43,0.0,-1.9,32,29
2023-02-23 11:00:00,3562.7070000000003,91.49,93.37,0.0,-1.88,31,29
2023-02-23 12:00:00,3539.9240000000004,49.96,50.97,0.0,-1.01,31,28
2023-02-23 13:00:00,3535.281,42.69,43.65,0.0,-0.96,31,26
2023-02-23 14:00:00,3498.812,41.23,42.18,0.0,-0.95,30,27
2023-02-23 15:00:00,3546.631,39.57,40.67,-0.14,-0.96,30,27
2023-02-23 16:00:00,3635.707,39.07,40.22,-0.23,-0.92,31,26
2023-02-23 17:00:00,3806.695,37.19,38.32,-0.13,-1.0,31,26
2023-02-23 18:00:00,3843.919,37.61,38.75,-0.14,-1.0,30,27
2023-02-23 19:00:00,3741.919,34.21,35.1,-0.04,-0.85,30,27
2023-02-23 20:00:00,3598.139,64.46000000000001,67.0,-1.01,-1.53,30,28
2023-02-23 21:00:00,3387.828,63.48,65.84,-0.97,-1.39,30,29
2023-02-23 22:00:00,3118.172,37.67,38.57,-0.1,-0.8,31,29
2023-02-23 23:00:00,2878.614,32.26,33.03,0.0,-0.77,31,29
2023-02-24 00:00:00,2710.2990000000004,79.26,81.07000000000002,0.0,-1.81,32,30
2023-02-24 01:00:00,2624.391,91.39,93.57,0.0,-2.18,32,30
2023-02-24 02:00:00,2576.201,79.69,81.55,0.0,-1.86,32,30
2023-02-24 03:00:00,2559.404,38.39,39.37,0.0,-0.98,33,31
2023-02-24 04:00:00,2624.735,52.67,54.56,-0.47,-1.42,33,31
2023-02-24 05:00:00,2823.795,69.23,72.22,-1.07,-1.92,32,31
2023-02-24 06:00:00,3168.095,106.15,111.42,-2.13,-3.14,31,29
2023-02-24 07:00:00,3344.5840000000003,44.77,46.42,-0.3,-1.35,36,29
2023-02-24 08:00:00,3369.367,33.62,34.6,0.0,-0.98,36,27
2023-02-24 09:00:00,3320.326,71.44,74.72,-1.14,-2.14,34,21
2023-02-24 10:00:00,3266.8320000000003,118.46,122.84,-0.65,-3.73,34,21
2023-02-24 11:00:00,3166.619,122.67,126.15,-0.01,-3.47,32,17
2023-02-24 12:00:00,3038.702,101.36,104.08,0.0,-2.72,32,15
2023-02-24 13:00:00,2996.761,90.92,93.26,0.0,-2.34,31,13
2023-02-24 14:00:00,3009.196,117.66,121.28,0.0,-3.62,30,10
2023-02-24 15:00:00,3129.302,104.79,108.06,0.0,-3.27,28,10
2023-02-24 16:00:00,3383.428,127.23,130.96,0.0,-3.73,29,11
2023-02-24 17:00:00,3688.372,154.3,159.14,0.0,-4.84,27,11
2023-02-24 18:00:00,3856.275,148.34,153.35,0.0,-5.01,25,10
2023-02-24 19:00:00,3808.736,135.57,139.94,0.0,-4.37,23,9
2023-02-24 20:00:00,3718.872,131.19,135.05,0.0,-3.86,22,8
2023-02-24 21:00:00,3565.626,128.75,132.29,0.0,-3.54,21,7
2023-02-24 22:00:00,3388.215,110.2,112.94,0.05,-2.79,21,7
2023-02-24 23:00:00,3179.203,100.02,102.39,0.1,-2.47,20,6
2023-02-25 00:00:00,3053.456,80.74,83.04,0.05,-2.35,20,7
2023-02-25 01:00:00,2984.423,81.07000000000002,83.63,0.0,-2.56,20,6
2023-02-25 02:00:00,2962.241,67.91,70.19,0.0,-2.28,19,6
2023-02-25 03:00:00,2956.302,62.89,65.02,0.0,-2.13,19,6
2023-02-25 04:00:00,2987.885,62.0,63.91,0.0,-1.91,17,6
2023-02-25 05:00:00,3081.986,59.7,61.53,0.0,-1.83,17,6
2023-02-25 06:00:00,3228.818,57.57,59.45,0.0,-1.88,17,8
2023-02-25 07:00:00,3351.105,61.1,63.18,0.0,-2.08,17,6
2023-02-25 08:00:00,3499.014,61.83,64.12,0.0,-2.29,18,6
2023-02-25 09:00:00,3637.77,86.02,89.71000000000002,0.0,-3.69,19,4
2023-02-25 10:00:00,3728.913,139.59,145.63,0.0,-6.04,20,5
2023-02-25 11:00:00,3800.694,136.37,141.66,0.0,-5.29,20,5
2023-02-25 12:00:00,3824.818,137.58,142.21,0.0,-4.63,19,12
2023-02-25 13:00:00,3748.412,137.27,141.24,0.0,-3.97,20,15
2023-02-25 14:00:00,3645.9,138.62,142.84,0.0,-4.22,20,15
2023-02-25 15:00:00,3657.952,148.94,153.9,0.0,-4.96,21,14
